STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC
T202207312131135p040050,,T202207312131135p040050,T202208152131135p040051,,,322.8063309219672,4.014059280382911
T202209112131180p050709,,,T202209112131180p050709,,,322.8248556630918,5.1192928160972215
A202205152131182p064118,,A202205152131182p064118,C202208152131182p064118,,,322.82586324243846,6.688248993921486
T202205272131207p054616,,T202205272131207p054616,,,,322.83611912854616,5.771057803699871
C202205272131302p062530,,C202205272131302p062530,,,,322.8759827422113,6.425096833094949
C202206282131314p062956,,C202206282131314p062956,,,,322.8807673141792,6.498791170288727
T202205272131425p060127,,T202205272131425p060127,,,,322.92705885071547,6.024182192395678
T202208212131486p043443,,,T202208212131486p043443,,,322.9527054531195,4.578595870041264
A202208212131565p065145,,,A202208212131565p065145,,,322.98551995473684,6.862418945244246
C202205272132047p045658,,C202205272132047p045658,,,,323.01945806367144,4.9495098363400825
A202205152132189p055429,,A202205152132189p055429,,,,323.07866214001666,5.90812508258435
A202205272132369p060004,,A202205272132369p060004,,,,323.15389548713387,6.001019866810495
C202205272133083p051032,,C202205272133083p051032,,,,323.2844665386756,5.1756552945407055
C202205242133106p070404,,C202205242133106p070404,,,,323.2943686067605,7.067803177579577
T202207312133126p055953,,T202207312133126p055953,,,,323.30260898485614,5.997973666407344
T202208062133367p062758,,T202208062133367p062758,,,,323.40291550482215,6.466147007238753
T202206282133547p040351,,T202206282133547p040351,T202208152133547p040351,,,323.47807757805947,4.064125471702539
T202208032134028p071829,,T202208032134028p071829,,,,323.5114635558336,7.308191078443581
T202205182134040p053403,,T202205182134040p053403,,,,323.51681281279497,5.567447843618075
A202208062134206p055857,,A202208062134206p055857,,,,323.5858682229145,5.9825877454543
C202210102134272p062126,,,C202210102134272p062126,,,323.61316397117275,6.357317939935482
C202207312134334p042726,,C202207312134334p042726,C202208082134334p042726,,,323.63928053477173,4.457250417459773
T202205152134354p070323,,T202205152134354p070323,,,,323.6474534120713,7.056437648886679
T202210022134567p063448,,,T202210022134567p063448,,,323.7362991449162,6.58004157951892
C202209122135260p063647,,,C202209122135260p063647,,,323.8584906102208,6.613020971513557
T202210022135488p063125,,,T202210022135488p063125,,,323.95351755326124,6.52348904287098
A202205272135538p065615,,A202205272135538p065615,,,,323.974343199967,6.937609890801397
T202210102136575p053935,,,T202210102136575p053935,,,324.2397603911516,5.659830088039134
T202210022137228p063735,,,T202210022137228p063735,,,324.34518250008074,6.62648302419354
C202305252154509m050037,,,,C202305252154509m050037,,328.7122567843504,-5.010261392378244
T202307142156305m040848,,,,T202307142156305m040848,,329.1272517648136,-4.146790003359572
T202307142156479m050549,,,,T202307142156479m050549,,329.1996168828952,-5.0968086439589575
A202308132159158m043451,,,,,A202308132159158m043451,329.8157837222237,-4.5807689029082965
C202305252159582m053305,,,,C202305252159582m053305,,329.99232166747527,-5.551509717794988
T202309150212020m015215,,,,,T202309150212020m015215,33.008339512846106,-1.8709146668273369
T202312110212340m131957,,,,,T202312110212340m131957,33.141810140869424,-13.332458834032536
C202311050212350m155247,,,,,C202311050212350m155247,33.14599836534493,-15.879585862546582
C202311050213139m143634,,,,,C202311050213139m143634,33.307806397605425,-14.609453989895348
T202311050213151m154126,,,,,T202311050213151m154126,33.3130935254218,-15.690694308171766
T202312110213156m154555,,,,,T202312110213156m154555,33.315036858054896,-15.765381409280543
A202311050214104m140109,,,,,A202311050214104m140109,33.54313694665333,-14.019133343992802
C202311050214160m143111,,,,,C202311050214160m143111,33.56653235498566,-14.519721514876284
C202312110214306m154757,,,,,C202312110214306m154757,33.627501818979574,-15.79905234129484
T202311050214528m152405,,,,,T202311050214528m152405,33.71985681301474,-15.401375400773542
T202312110215230m150126,,,,,T202312110215230m150126,33.8457419470926,-15.02382626415804
C202311050215369m161130,,,,,C202311050215369m161130,33.903823466050945,-16.191588779683414
A202311050215510m143829,,,,,A202311050215510m143829,33.96238307049225,-14.641448010387665
T202311050215524m124022,,,,,T202311050215524m124022,33.96829016689564,-12.67270741173038
T202311110215598m132409,,,,,T202311110215598m132409,33.99929102077865,-13.40260875735894
T202305252200467m045920,,,,T202305252200467m045920,,330.1946578494428,-4.988883295549731
C202308132201146m033540,,,,,C202308132201146m033540,330.31086209986745,-3.5943111273479738
C202307262201173m030025,,,,C202307262201173m030025,,330.32189665372164,-3.0070213381233177
T202308132202147m030923,,,,,T202308132202147m030923,330.5613140790972,-3.1563154211416857
C202310032202258m033615,,,,,C202310032202258m033615,330.60759527200383,-3.604291588510304
A202306142202304m032325,,,,A202306142202304m032325,,330.62653686100526,-3.3903139343027022
C202308132202308m002145,,,,,C202308132202308m002145,330.6285057547948,-0.3625915020837945
T202308022202359p003058,,,,,T202308022202359p003058,330.6495517556218,0.5160411183867334
C202309212202463m040550,,,,,C202309212202463m040550,330.6927221716793,-4.09729406922593
A202209142202475m003838,,,A202209142202475m003838,,,330.69801618747385,-0.6438936598033904
A202305152203068m051914,,,,A202305152203068m051914,,330.77835054527543,-5.320417407034233
T202310092203208m281829,,,,,T202310092203208m281829,330.83672225737894,-28.307919592828668
C202310092203536m280921,,,,,C202310092203536m280921,330.9734054641696,-28.155810261831984
C202305252203578m031436,,,,C202305252203578m031436,,330.990751825592,-3.2432603570105245
A202310092204028m282024,,,,,A202310092204028m282024,331.0118482223082,-28.3400692489151
C202210022204045p001951,,,C202210022204045p001951,,,331.0189284707312,0.3307816885021544
C202305152204099m053815,,,,C202305152204099m053815,,331.0411266081672,-5.637580867309289
C202305252204115m044528,,,,C202305252204115m044528,,331.0480295721563,-4.757712023456406
T202310092204151m282710,,,,,T202310092204151m282710,331.0628705586992,-28.45275171650121
T202310092204204m244117,,,,,T202310092204204m244117,331.0851842668404,-24.68792806236828
C202209142204389m001859,,,C202209142204389m001859,,,331.16223062452303,-0.3165144348300002
T202307262204437m043655,,,,T202307262204437m043655,T202308132204437m043655,331.18226867274524,-4.615177568969139
C202308072204574m052736,,,,,C202308072204574m052736,331.2389772388994,-5.459895582000873
C202308132205045m052245,,,,,C202308132205045m052245,331.26862646291823,-5.379230934723541
C202310092205073m252530,,,,,C202310092205073m252530,331.2806190629571,-25.42488285347114
C202308132205091m044311,,,,,C202308132205091m044311,331.28809434136167,-4.7196534992975145
C202209112205095m004820,,,C202209112205095m004820,,,331.28961987377863,-0.8055553506127021
A202308072205120m051331,,,,,A202308072205120m051331,331.2999053565576,-5.225393742975332
A202305252205222m024507,,,,A202305252205222m024507,,331.3426005422255,-2.7518631821918964
A202305122205594m044733,,,,A202305122205594m044733,,331.4972955397352,-4.792631294414614
T202210022207046m010226,,,T202210022207046m010226,,,331.7692017829849,-1.040579222078218
T202310092207149m242460,,,,,T202310092207149m242460,331.81201701406394,-24.41662260095583
A202305252207212m024525,,,,A202305252207212m024525,,331.8382834967288,-2.7569136715187232
T202310092207336m283452,,,,,T202310092207336m283452,331.8901471894954,-28.581231208877643
A202312232207465m275903,,,,,A202312232207465m275903,331.9437578368449,-27.984148056497325
C202310092207549m253435,,,,,C202310092207549m253435,331.9788588620312,-25.57642170590881
A202308032208201m013457,,,,,A202308032208201m013457,332.0835711287558,-1.5825371460734732
A202305252208452m041303,,,,A202305252208452m041303,,332.18848869491933,-4.217397304696552
A202305122208525m044143,,,,A202305122208525m044143,,332.2189171116409,-4.695196306775522
T202309152208526m014055,,,,,T202309152208526m014055,332.21920642915256,-1.6819827135732608
T202309062209189m041345,,,,,T202309062209189m041345,332.3286799042335,-4.2293016992427575
T202310092209384m251126,,,,,T202310092209384m251126,332.4099944688301,-25.19043745413709
A202305252210232m051111,,,,A202305252210232m051111,,332.59665204115043,-5.186353900542337
T202209112210308p000209,,,T202209112210308p000209,,,332.6282196644329,0.0357911615751178
C202209142210341m012409,,,C202209142210341m012409,,,332.6421875638913,-1.4024084819520752
C202308132210497m025135,,,,,C202308132210497m025135,332.7071975662951,-2.859738906275492
T202307142211073m051414,,,,T202307142211073m051414,T202308072211073m051414,332.7806038831186,-5.23733266833244
T202209142211099m002327,,,T202209142211099m002327,,,332.79122264057685,-0.3908594709874844
T202209142211111m000218,,,T202209142211111m000218,,,332.7960925084536,-0.0382367109120861
C202308252211250m032337,,,,,C202308252211250m032337,332.85415694201384,-3.3935919783735766
A202209142211270m002116,,,A202209142211270m002116,,,332.86266228889184,-0.3544585080411319
T202305102211448m024042,,,,T202305102211448m024042,,332.93646088678764,-2.678454473582818
T202305252211516m032728,,,,T202305252211516m032728,,332.96517528090294,-3.457879567210143
A202209142212421m004951,,,A202209142212421m004951,,,333.175291982524,-0.8307184545717652
A202308132212512m031227,,,,,A202308132212512m031227,333.2135117640805,-3.207518267182793
C202209142213111p000725,,,C202209142213111p000725,,,333.2960602471575,0.1235717236773466
A202308252213133m000158,,,,,A202308252213133m000158,333.30560820541734,-0.0328210833102568
T202307232213221m044946,,,,T202307232213221m044946,,333.3421593161384,-4.829440820124675
C202308132213233m052627,,,,,C202308132213233m052627,333.3468807790384,-5.440723989101597
A202305152213476m023107,,,,A202305152213476m023107,A202308132213476m023107,333.4482784575297,-2.518714922594447
C202210022214051p004018,,,C202210022214051p004018,,,333.5210923582338,0.6717103584164632
T202308132214058p002103,,,,,T202308132214058p002103,333.524356403368,0.3507250816962577
C202310092214247m221046,,,,,C202310092214247m221046,333.6030361334965,-22.179547173112727
A202305122214419m042909,,,,A202305122214419m042909,,333.67439945509165,-4.485709923873972
T202308132214445p003604,,,,,T202308132214445p003604,333.6853831643981,0.601016907816115
C202210022214530m002130,,,C202210022214530m002130,,,333.72101622932314,-0.3582893946278232
T202305102214539m021658,,,,T202305102214539m021658,,333.72470541496887,-2.282898378573416
T202308022215031p000530,,,,,T202308022215031p000530,333.7630830069269,0.0916745108643522
A202210022215173m003221,,,A202210022215173m003221,,,333.8221117637348,-0.5392682217541085
C202307142215269m023013,,,,C202307142215269m023013,,333.8621149933864,-2.5035795721780247
C202307232216043m022812,,,,C202307232216043m022812,C202308072216043m022811,334.01798365769145,-2.469901292020191
C202210022216048m000813,,,C202210022216048m000813,,,334.02011995985765,-0.1370458834959386
T202209142216078p005214,,,T202209142216078p005214,,,334.0324430197757,0.8705815063963918
A202308132216146m051209,,,,,A202308132216146m051209,334.060629591888,-5.202378270643915
T202209112216199m002658,,,T202209112216199m002658,,,334.0830787601548,-0.4493577086895009
C202308132216300m032353,,,,,C202308132216300m032353,334.12511425447127,-3.3981239769228564
T202210112216348m003127,,,T202210112216348m003127,,,334.14495618109095,-0.5242860797033421
A202310092216406m214004,,,,,A202310092216406m214004,334.1690817109389,-21.667845095633037
T202307142216554m040054,,,,T202307142216554m040054,T202308072216554m040054,334.23069398011774,-4.015005478326273
C202307142217044m035022,,,,C202307142217044m035022,,334.2681915294182,-3.8394848431416153
C202308132217157p005631,,,,,C202308132217157p005631,334.31541626691563,0.9419175959264392
A202309062217250m042341,,,,,A202309062217250m042341,334.354002329192,-4.394837863090958
A202207072218275p000658,,A202207072218275p000658,,,,334.6143940836193,0.1160686247378057
C202307142218427m035000,,,,C202307142218427m035000,A202308072218427m035001,334.67807467472056,-3.833475777938979
T202209112218431m010413,,,T202209112218431m010413,,,334.6796811988933,-1.0703354666264278
T202305102218483m032921,,,,T202305102218483m032921,T202308132218483m032921,334.7010843863066,-3.489179640901618
A202209052218551p001618,,,A202209052218551p001618,,,334.72970728876703,0.2716408308680075
C202307232218552m025311,,,,C202307232218552m025311,,334.72989856805907,-2.8864480354648907
C202310092219031m220609,,,,,C202310092219031m220609,334.76295321113486,-22.1025303871032
C202308032219317m004203,,,,,C202308032219317m004203,334.8819247771588,-0.7008025211277353
C202210022219492m010954,,,C202210022219492m010954,,,334.9551458288669,-1.164914402504707
T202305122220025m031207,,,,T202305122220025m031207,,335.01027333504885,-3.202016515780864
T202210022220063m012015,,,T202210022220063m012015,,,335.02637286771875,-1.3374093535311304
T202306142220071m031954,,,,T202306142220071m031954,T202308132220071m031954,335.02950378742827,-3.331662429623657
C202306142220252m045048,,,,C202306142220252m045048,,335.1049696537638,-4.846580402208017
C202207072220521p004509,,C202207072220521p004509,,,,335.2171209985636,0.7524126933538962
T202207312221080m002203,,T202207312221080m002203,,,,335.28334154872744,-0.3676109001449153
T202210022221092m012946,,,T202210022221092m012946,,,335.28843256996083,-1.4961261021078396
T202207312221276p005547,,T202207312221276p005547,,,,335.3650122718549,0.9297341430372787
T202210022221560m011919,,,T202210022221560m011919,,,335.4834242515413,-1.3219424383743508
A202207072222048m000102,,A202207072222048m000102,A202209052222049m000102,,,335.52021693434784,-0.017319410361319
T202309062222290m020618,,,,,T202309062222290m020618,335.6207355991539,-2.1049610269445345
A202207072222576m004131,,A202207072222576m004131,,,,335.73992468025546,-0.6919205514036966
C202207072222596p005219,,C202207072222596p005219,,,,335.74819929331466,0.8718296726474829
A202207072223144m004106,,A202207072223144m004106,,,,335.8099563525665,-0.6849962673528553
T202207312223243p005822,,T202207312223243p005822,,,,335.85108813302435,0.9729127260484888
T202307142223251m024526,,,,T202307142223251m024526,,335.85440554393983,-2.7573362546977505
